 ±±Í	X÷·	Y÷·	Z÷·
0	0.34765625	0.046875	-0.37890625
0.00025	0.35546875	0.05078125	-0.37890625
0.0005	0.35546875	0.0546875	-0.37890625
0.00075	0.36328125	0.04296875	-0.37890625
0.001	0.3671875	0.04296875	-0.37890625
0.00125	0.37109375	0.05859375	-0.37890625
0.0015	0.3828125	0.0625	-0.37109375
0.00175	0.390625	0.0625	-0.3671875
0.002	0.3984375	0.06640625	-0.36328125
0.0022500000000000003	0.3984375	0.06640625	-0.35546875
0.0025000000000000005	0.40234375	0.0546875	-0.35546875
0.0027500000000000007	0.3984375	0.0546875	-0.3515625
0.003000000000000001	0.39453125	0.0546875	-0.35546875
0.003250000000000001	0.39453125	0.05078125	-0.359375
0.0035000000000000014	0.390625	0.046875	-0.359375
0.0037500000000000016	0.390625	0.046875	-0.359375
0.004000000000000002	0.38671875	0.046875	-0.359375
0.004250000000000002	0.3828125	0.046875	-0.36328125
0.004500000000000002	0.37890625	0.05078125	-0.3671875
0.0047500000000000025	0.37109375	0.0546875	-0.3671875
0.005000000000000003	0.3671875	0.0625	-0.36328125
0.005250000000000003	0.36328125	0.0703125	-0.36328125
0.005500000000000003	0.359375	0.078125	-0.36328125
0.005750000000000003	0.359375	0.0859375	-0.36328125
0.006000000000000004	0.359375	0.09375	-0.359375
0.006250000000000004	0.359375	0.10546875	-0.359375
0.006500000000000004	0.35546875	0.11328125	-0.36328125
0.006750000000000004	0.3515625	0.1171875	-0.3671875
0.0070000000000000045	0.34765625	0.12109375	-0.37109375
0.007250000000000005	0.34765625	0.125	-0.375
0.007500000000000005	0.34375	0.125	-0.375
0.007750000000000005	0.34375	0.12109375	-0.375
0.008000000000000005	0.34375	0.12109375	-0.375
0.008250000000000006	0.34765625	0.1171875	-0.37890625
0.008500000000000006	0.34765625	0.1171875	-0.37890625
0.008750000000000006	0.3515625	0.11328125	-0.3828125
0.009000000000000006	0.3515625	0.109375	-0.38671875
0.009250000000000006	0.359375	0.109375	-0.38671875
0.009500000000000007	0.36328125	0.1171875	-0.38671875
0.009750000000000007	0.3671875	0.1171875	-0.38671875
0.010000000000000007	0.37109375	0.109375	-0.38671875
0.010250000000000007	0.37109375	0.11328125	-0.38671875
0.010500000000000008	0.3671875	0.125	-0.38671875
0.010750000000000008	0.3671875	0.10546875	-0.3828125
0.011000000000000008	0.3671875	0.11328125	-0.3828125
0.011250000000000008	0.36328125	0.12109375	-0.3828125
0.011500000000000008	0.36328125	0.109375	-0.3828125
0.011750000000000009	0.359375	0.09765625	-0.3828125
0.012000000000000009	0.359375	0.10546875	-0.3828125
0.01225000000000001	0.359375	0.10546875	-0.37890625
0.01250000000000001	0.35546875	0.07421875	-0.375
0.01275000000000001	0.35546875	0.08203125	-0.37109375
0.01300000000000001	0.35546875	0.08203125	-0.375
0.01325000000000001	0.35546875	0.06640625	-0.375
0.01350000000000001	0.35546875	0.05859375	-0.375
0.01375000000000001	0.35546875	0.0703125	-0.375
0.01400000000000001	0.3515625	0.06640625	-0.37109375
0.014250000000000011	0.34765625	0.06640625	-0.3671875
0.014500000000000011	0.34765625	0.07421875	-0.3671875
0.014750000000000011	0.34765625	0.078125	-0.36328125
0.015000000000000012	0.34765625	0.07421875	-0.359375
0.015250000000000012	0.34375	0.07421875	-0.35546875
0.015500000000000012	0.34765625	0.078125	-0.34375
0.01575000000000001	0.3515625	0.07421875	-0.33984375
0.01600000000000001	0.3515625	0.07421875	-0.33203125
0.01625000000000001	0.34765625	0.078125	-0.328125
0.01650000000000001	0.34375	0.07421875	-0.32421875
0.01675000000000001	0.33984375	0.0625	-0.3203125
0.01700000000000001	0.33984375	0.05859375	-0.3203125
0.017250000000000012	0.3359375	0.05859375	-0.32421875
0.017500000000000012	0.33984375	0.05078125	-0.32421875
0.017750000000000012	0.33984375	0.046875	-0.32421875
0.018000000000000013	0.34375	0.05078125	-0.328125
0.018250000000000013	0.34765625	0.0546875	-0.33203125
0.018500000000000013	0.3515625	0.05078125	-0.3359375
0.018750000000000013	0.35546875	0.05078125	-0.34375
0.019000000000000013	0.359375	0.05859375	-0.34765625
0.019250000000000014	0.36328125	0.0546875	-0.3515625
0.019500000000000014	0.37109375	0.046875	-0.3515625
0.019750000000000014	0.375	0.05078125	-0.35546875
0.020000000000000014	0.37890625	0.05859375	-0.35546875
0.020250000000000015	0.3828125	0.0546875	-0.359375
0.020500000000000015	0.38671875	0.0625	-0.359375
0.020750000000000015	0.38671875	0.078125	-0.359375
0.021000000000000015	0.38671875	0.07421875	-0.359375
0.021250000000000015	0.38671875	0.0703125	-0.3671875
0.021500000000000016	0.3828125	0.078125	-0.37109375
0.021750000000000016	0.3828125	0.08203125	-0.3828125
0.022000000000000016	0.3828125	0.08203125	-0.390625
0.022250000000000016	0.3828125	0.08984375	-0.3984375
0.022500000000000017	0.3828125	0.09375	-0.40234375
0.022750000000000017	0.3828125	0.08203125	-0.40625
0.023000000000000017	0.3828125	0.07421875	-0.40625
0.023250000000000017	0.3828125	0.078125	-0.40625
0.023500000000000017	0.37890625	0.0625	-0.40234375
0.023750000000000018	0.375	0.0546875	-0.40234375
0.024000000000000018	0.375	0.05859375	-0.3984375
0.024250000000000018	0.375	0.0546875	-0.39453125
0.02450000000000002	0.37109375	0.046875	-0.390625
0.02475000000000002	0.3671875	0.05078125	-0.3828125
0.02500000000000002	0.359375	0.046875	-0.375
0.02525000000000002	0.35546875	0.04296875	-0.3671875
0.02550000000000002	0.3515625	0.05078125	-0.36328125
0.02575000000000002	0.34765625	0.0546875	-0.359375
0.02600000000000002	0.34375	0.04296875	-0.359375
0.02625000000000002	0.33984375	0.03515625	-0.359375
0.02650000000000002	0.328125	0.0390625	-0.359375
0.02675000000000002	0.3203125	0.03125	-0.359375
0.02700000000000002	0.3125	0.0390625	-0.36328125
0.02725000000000002	0.3046875	0.05078125	-0.36328125
0.02750000000000002	0.296875	0.05078125	-0.3671875
0.02775000000000002	0.29296875	0.046875	-0.37109375
0.02800000000000002	0.28515625	0.05859375	-0.37890625
0.02825000000000002	0.2734375	0.06640625	-0.390625
0.028500000000000022	0.2734375	0.0625	-0.39453125
0.028750000000000022	0.2734375	0.07421875	-0.39453125
0.029000000000000022	0.27734375	0.0859375	-0.3984375
0.029250000000000023	0.28515625	0.078125	-0.3984375
0.029500000000000023	0.2890625	0.0703125	-0.39453125
0.029750000000000023	0.2890625	0.078125	-0.38671875
0.030000000000000023	0.2890625	0.07421875	-0.3828125
0.030250000000000023	0.2890625	0.0703125	-0.37890625
0.030500000000000024	0.29296875	0.0703125	-0.37890625
0.030750000000000024	0.29296875	0.06640625	-0.375
0.031000000000000024	0.29296875	0.0546875	-0.375
0.03125000000000002	0.2890625	0.046875	-0.375
0.03150000000000002	0.28515625	0.03515625	-0.375
0.03175000000000002	0.28125	0.02734375	-0.375
0.03200000000000002	0.28515625	0.03125	-0.375
0.03225000000000002	0.28125	0.03125	-0.375
0.03250000000000002	0.28125	0.015625	-0.375
0.03275000000000002	0.28515625	0.0078125	-0.37109375
0.03300000000000002	0.28515625	0.0	-0.37109375
0.03325000000000002	0.28125	-0.01171875	-0.3671875
0.03350000000000002	0.28125	-0.0078125	-0.37109375
0.03375000000000002	0.28515625	0.00390625	-0.375
0.03400000000000002	0.2890625	0.00390625	-0.37890625
0.034250000000000023	0.29296875	-0.00390625	-0.3828125
0.034500000000000024	0.296875	0.0078125	-0.3984375
0.034750000000000024	0.30078125	0.0078125	-0.40625
0.035000000000000024	0.3046875	0.00390625	-0.4140625
0.035250000000000024	0.30859375	0.00390625	-0.421875
0.035500000000000025	0.31640625	0.0078125	-0.4296875
0.035750000000000025	0.3203125	0.01171875	-0.4375
0.036000000000000025	0.328125	0.01171875	-0.44140625
0.036250000000000025	0.33203125	0.01953125	-0.44140625
0.036500000000000025	0.33203125	0.02734375	-0.4375
0.036750000000000026	0.328125	0.03515625	-0.4296875
0.037000000000000026	0.328125	0.0390625	-0.42578125
0.037250000000000026	0.328125	0.05078125	-0.421875
0.037500000000000026	0.31640625	0.0546875	-0.41015625
0.03775000000000003	0.30859375	0.05859375	-0.40625
0.03800000000000003	0.296875	0.0703125	-0.3984375
0.03825000000000003	0.2890625	0.07421875	-0.390625
0.03850000000000003	0.27734375	0.0703125	-0.3828125
0.03875000000000003	0.26953125	0.07421875	-0.37890625
0.03900000000000003	0.26171875	0.0859375	-0.375
0.03925000000000003	0.25390625	0.07421875	-0.36328125
0.03950000000000003
