 ±±Í	X÷·	Y÷·	Z÷·
0	-10.9375	21.30078125	172.4453125
0.000125	-9.96484375	21.0703125	172.5546875
0.00025	-10.62109375	21.31640625	171.328125
0.000375	-10.46875	20.62109375	172.625
0.0005	-10.58203125	19.8984375	172.328125
0.000625	-10.25390625	21.03125	171.6015625
0.00075	-11.484375	22.54296875	171.109375
0.000875	-11.921875	23.42578125	171.95703125
0.001	-9.44140625	22.9296875	171.71875
0.0011250000000000001	-9.75	22.57421875	172.05859375
0.0012500000000000002	-11.640625	22.984375	171.546875
0.0013750000000000004	-9.3125	23.03515625	171.82421875
0.0015000000000000005	-8.88671875	23.11328125	171.34375
0.0016250000000000006	-10.859375	21.75	171.4453125
0.0017500000000000007	-9.984375	20.75	171.8515625
0.0018750000000000008	-10.921875	20.87109375	170.88671875
0.002000000000000001	-10.99609375	21.4609375	172.54296875
0.002125000000000001	-11.37109375	20.70703125	172.28125
0.002250000000000001	-11.1953125	21.3203125	171.24609375
0.0023750000000000012	-11.171875	21.66796875	171.109375
0.0025000000000000014	-11.171875	21.4296875	172.24609375
0.0026250000000000015	-10.2578125	21.67578125	170.9296875
0.0027500000000000016	-10.45703125	20.94140625	170.76171875
0.0028750000000000017	-11.2265625	21.640625	172.25
0.003000000000000002	-11.5625	20.89453125	171.609375
0.003125000000000002	-12.15234375	20.8515625	170.86328125
0.003250000000000002	-12.26953125	21.4375	171.07421875
0.003375000000000002	-9.921875	21.28515625	171.6015625
0.0035000000000000022	-9.5	21.35546875	172.7109375
0.0036250000000000024	-9.0	21.171875	173.18359375
0.0037500000000000025	-10.015625	21.265625	172.45703125
0.0038750000000000026	-10.54296875	21.66796875	171.6484375
0.004000000000000003	-9.3515625	22.71484375	170.28125
0.004125000000000003	-11.05078125	21.54296875	170.6171875
0.004250000000000003	-10.6328125	21.875	170.921875
0.004375000000000003	-8.51953125	22.5390625	171.80859375
0.004500000000000003	-9.66015625	21.37109375	171.19140625
0.004625000000000003	-12.1953125	20.92578125	171.8828125
0.004750000000000003	-10.59375	21.5234375	172.0078125
0.0048750000000000035	-9.03515625	22.16796875	172.8046875
0.005000000000000004	-9.08203125	21.2109375	173.671875
0.005125000000000004	-10.0859375	20.984375	171.765625
0.005250000000000004	-12.375	22.1875	172.22265625
0.005375000000000004	-11.83203125	22.625	170.96484375
0.005500000000000004	-10.9765625	21.890625	171.8515625
0.005625000000000004	-10.12890625	23.30859375	173.33203125
0.005750000000000004	-11.875	21.23046875	173.3671875
0.005875000000000004	-13.078125	20.39453125	172.015625
0.0060000000000000045	-11.77734375	21.0703125	172.32421875
0.006125000000000005	-10.0703125	21.9296875	171.55859375
0.006250000000000005	-8.76171875	19.65234375	171.70703125
0.006375000000000005	-10.6484375	21.140625	171.88671875
0.006500000000000005	-9.8671875	22.6875	172.09375
0.006625000000000005	-10.58984375	20.41015625	172.87109375
0.006750000000000005	-12.234375	22.296875	172.078125
0.006875000000000005	-10.8359375	22.7890625	171.35546875
0.007000000000000005	-9.92578125	22.640625	171.234375
0.0071250000000000055	-11.62890625	22.63671875	169.94921875
0.007250000000000006	-12.78125	20.42578125	169.57421875
0.007375000000000006	-9.84375	21.0625	170.9921875
0.007500000000000006	-9.31640625	22.21484375	170.8359375
0.007625000000000006	-10.6875	20.64453125	170.421875
0.007750000000000006	-11.01171875	19.8125	171.77734375
0.007875000000000005	-10.74609375	22.1875	172.70703125
0.008000000000000005	-10.1171875	22.875	172.31640625
0.008125000000000005	-11.8359375	21.04296875	171.59765625
